trial_number,block,start_time,end_time,stimuli_colours,capture_colour,trial_condition,left_orientation,right_orientation,target_bar,target_colour,target_orientation,idle_reaction_time,response_time,key_pressed,report_orientation,performance,absolute_difference,correct_key,signed_difference
11,1,0:00:49.089250,0:00:53.969653,"['#99ceff', '#a8f0d1']",#99ceff,congruent,-72,19,left,#99ceff,-72,0.5148754119873047,0.5922551155090332,z,-44,69,28,True,-28
12,1,0:00:53.969653,0:00:58.886763,"['#a8f0d1', '#99ceff']",#99ceff,incongruent,-64,77,left,#a8f0d1,-64,0.5917596817016602,0.54860520362854,m,40,16,76,False,-104
13,1,0:00:58.886763,0:01:03.298917,"['#99ceff', '#f5e2a3']",#99ceff,congruent,71,16,left,#99ceff,71,0.3809483051300049,0.256941556930542,m,18,41,53,True,53
14,1,0:01:03.298917,0:01:08.468008,"['#a8f0d1', '#ff99ac']",#ff99ac,incongruent,-80,49,left,#a8f0d1,-80,0.7857058048248291,0.6096165180206299,m,45,39,55,False,-125
15,1,0:01:08.468008,0:01:13.750689,"['#a8f0d1', '#ff99ac']",#ff99ac,incongruent,25,-49,left,#a8f0d1,25,1.0421514511108398,0.4672565460205078,m,34,90,9,True,-9
16,1,0:01:13.750689,0:01:18.310163,"['#99ceff', '#a8f0d1']",#99ceff,incongruent,60,-74,right,#a8f0d1,-74,0.3343217372894287,0.4513840675354004,m,33,19,73,False,-107
17,1,0:01:18.310163,0:01:22.982732,"['#f5e2a3', '#a8f0d1']",#a8f0d1,congruent,42,-33,right,#a8f0d1,-33,0.39930105209350586,0.49999475479125977,m,37,22,70,False,-70
18,1,0:01:22.982732,0:01:27.877520,"['#a8f0d1', '#f5e2a3']",#a8f0d1,incongruent,-61,58,right,#f5e2a3,58,0.6383862495422363,0.4826333522796631,m,35,74,23,True,23
19,1,0:01:27.877520,0:01:34.020135,"['#ff99ac', '#a8f0d1']",#ff99ac,incongruent,-72,20,right,#a8f0d1,20,1.9497768878936768,0.4166398048400879,m,31,88,11,True,-11
20,1,0:01:34.020135,0:01:41.027626,"['#99ceff', '#f5e2a3']",#f5e2a3,congruent,39,7,right,#f5e2a3,7,2.8807690143585205,0.3521602153778076,m,26,79,19,True,-19
21,1,0:01:41.027626,0:01:45.688539,"['#ff99ac', '#a8f0d1']",#ff99ac,congruent,-28,-58,left,#ff99ac,-28,0.46524834632873535,0.42110371589660645,z,-31,97,3,True,3
22,1,0:01:45.688539,0:01:52.358253,"['#99ceff', '#a8f0d1']",#a8f0d1,incongruent,76,18,left,#99ceff,76,2.5092649459838867,0.38688015937805176,m,28,47,48,True,48
23,1,0:01:52.358253,0:01:57.047439,"['#a8f0d1', '#99ceff']",#a8f0d1,congruent,43,-71,left,#a8f0d1,43,0.5589921474456787,0.3561279773712158,m,26,81,17,True,17
24,1,0:01:57.047439,0:02:01.703393,"['#99ceff', '#f5e2a3']",#f5e2a3,congruent,-11,-44,right,#f5e2a3,-44,0.5098881721496582,0.37199997901916504,z,-27,81,17,True,-17
25,1,0:02:01.703393,0:02:13.013189,"['#99ceff', '#f5e2a3']",#99ceff,congruent,-74,-19,left,#99ceff,-74,7.134466171264648,0.4017603397369385,m,29,14,77,False,-103
26,1,0:02:13.013189,0:02:21.832072,"['#a8f0d1', '#f5e2a3']",#ff99ac,neutral,-19,-83,left,#a8f0d1,-19,4.910897731781006,0.13292813301086426,m,9,69,28,False,-28
27,1,0:02:21.832072,0:02:27.815322,"['#a8f0d1', '#f5e2a3']",#99ceff,neutral,63,-26,left,#a8f0d1,63,1.6134886741638184,0.5961921215057373,z,-44,19,73,False,107
28,1,0:02:27.815322,0:02:33.285708,"['#99ceff', '#a8f0d1']",#a8f0d1,congruent,29,-5,right,#a8f0d1,-5,1.6298563480377197,0.06646394729614258,m,4,90,9,False,-9
