trial_number,block,start_time,end_time,stimuli_colours,capture_colour,trial_condition,left_orientation,right_orientation,target_bar,target_colour,target_orientation,idle_reaction_time,response_time,key_pressed,report_orientation,performance,absolute_difference,correct_key,signed_difference
1,1,0:00:00.139872,0:00:05.085984,"['#99ceff', '#a8f0d1']",#a8f0d1,congruent,-31,68,right,#a8f0d1,68,0.6309118270874023,0.5158402919769287,m,38,67,30,True,30
2,1,0:00:05.085984,0:00:10.107488,"['#99ceff', '#ff99ac']",#f5e2a3,neutral,-57,48,left,#99ceff,-57,0.6363682746887207,0.6105756759643555,z,-45,87,12,True,-12
3,1,0:00:10.107488,0:00:43.693139,"['#ff99ac', '#99ceff']",#99ceff,incongruent,70,8,left,#ff99ac,70,29.660305738449097,0.14830398559570312,m,10,33,60,True,60
4,1,0:00:43.693139,0:00:48.972067,"['#a8f0d1', '#99ceff']",#f5e2a3,neutral,-73,9,left,#a8f0d1,-73,1.244960069656372,0.25940775871276855,m,18,1,89,False,-91
5,1,0:00:48.972067,0:00:54.010435,"['#a8f0d1', '#99ceff']",#f5e2a3,neutral,27,68,right,#99ceff,68,0.8605599403381348,0.4027519226074219,z,-29,8,83,False,97
6,1,0:00:54.010435,0:00:59.114772,"['#f5e2a3', '#ff99ac']",#ff99ac,congruent,-34,78,right,#ff99ac,78,0.6075999736785889,0.7211840152740479,m,53,72,25,True,25
7,1,0:00:59.114772,0:01:07.577028,"['#99ceff', '#ff99ac']",#a8f0d1,neutral,-11,11,right,#ff99ac,11,4.480863809585571,0.20832014083862305,m,15,96,4,True,-4
8,1,0:01:07.577028,0:01:12.316804,"['#ff99ac', '#a8f0d1']",#a8f0d1,congruent,71,71,right,#a8f0d1,71,0.671583890914917,0.2921438217163086,m,21,44,50,True,50
9,1,0:01:12.316804,0:01:21.082613,"['#f5e2a3', '#ff99ac']",#ff99ac,congruent,-6,-18,right,#ff99ac,-18,4.684720516204834,0.3070237636566162,z,-22,96,4,True,4
10,1,0:01:21.082613,0:01:25.369045,"['#ff99ac', '#a8f0d1']",#a8f0d1,incongruent,-26,-65,left,#ff99ac,-26,0.18897581100463867,0.3214080333709717,z,-23,97,3,True,-3
11,1,0:01:25.369045,0:01:32.216821,"['#a8f0d1', '#ff99ac']",#a8f0d1,incongruent,-30,23,right,#ff99ac,23,2.672447919845581,0.4012641906738281,m,29,93,6,True,-6
12,1,0:01:32.216821,0:01:36.825158,"['#ff99ac', '#99ceff']",#ff99ac,incongruent,-60,-48,right,#99ceff,-48,0.5128641128540039,0.3214077949523926,z,-23,72,25,True,-25
13,1,0:01:36.825158,0:01:46.073574,"['#ff99ac', '#a8f0d1']",#a8f0d1,incongruent,67,-18,left,#ff99ac,67,5.215440273284912,0.2579200267791748,m,18,46,49,True,49
14,1,0:01:46.073574,0:01:55.481703,"['#a8f0d1', '#99ceff']",#ff99ac,neutral,-73,41,right,#99ceff,41,5.2471842765808105,0.38588809967041016,m,28,86,13,True,13
15,1,0:01:55.481703,0:01:59.836583,"['#ff99ac', '#f5e2a3']",#f5e2a3,incongruent,-62,-18,left,#ff99ac,-62,0.1597120761871338,0.42110395431518555,m,31,3,87,False,-93
16,1,0:01:59.836583,0:02:04.680520,"['#99ceff', '#a8f0d1']",#a8f0d1,congruent,-75,-58,right,#a8f0d1,-58,0.5718879699707031,0.4969923496246338,z,-37,77,21,True,-21
17,1,0:02:04.680520,0:02:09.704008,"['#99ceff', '#ff99ac']",#99ceff,incongruent,68,-16,right,#ff99ac,-16,0.8957760334014893,0.3521599769592285,z,-26,89,10,True,10
18,1,0:02:09.704008,0:02:14.378312,"['#99ceff', '#a8f0d1']",#99ceff,congruent,31,-11,left,#99ceff,31,0.5297281742095947,0.3705117702484131,m,27,96,4,True,4
