trial_number,block,start_time,end_time,stimuli_colours,capture_colour,trial_condition,left_orientation,right_orientation,target_bar,target_colour,target_orientation,idle_reaction_time,response_time,key_pressed,report_orientation,performance,absolute_difference,correct_key,signed_difference
1,1,0:00:00.006502,0:00:04.660415,"['#ff99ac', '#a8f0d1']",#a8f0d1,incongruent,50,20,left,#ff99ac,50,0.2463691234588623,0.3211836814880371,z,-28,13,78,False,78
2,1,0:00:04.660415,0:00:09.285544,"['#ff99ac', '#a8f0d1']",#ff99ac,congruent,60,-5,left,#ff99ac,60,0.3183474540710449,0.34937405586242676,m,32,69,28,True,28
3,1,0:00:09.285544,0:00:13.851413,"['#99ceff', '#a8f0d1']",#ff99ac,neutral,17,-63,left,#99ceff,17,0.29623961448669434,0.32076120376586914,m,30,86,13,True,-13
4,1,0:00:13.851413,0:00:18.435237,"['#99ceff', '#a8f0d1']",#f5e2a3,neutral,85,-56,right,#a8f0d1,-56,0.34116625785827637,0.29102373123168945,z,-27,68,29,True,-29
5,1,0:00:18.435237,0:00:23.051327,"['#f5e2a3', '#ff99ac']",#f5e2a3,incongruent,-39,20,right,#ff99ac,20,0.269925594329834,0.39577651023864746,m,36,82,16,True,-16
6,1,0:00:23.051327,0:00:27.718521,"['#a8f0d1', '#99ceff']",#99ceff,congruent,53,-48,right,#99ceff,-48,0.3472146987915039,0.3690154552459717,m,34,9,82,False,-82
7,2,0:00:39.569848,0:00:44.368324,"['#a8f0d1', '#99ceff']",#99ceff,congruent,30,22,right,#99ceff,22,0.4756162166595459,0.3722844123840332,m,34,87,12,True,-12
8,2,0:00:44.368324,0:00:49.117718,"['#a8f0d1', '#99ceff']",#f5e2a3,neutral,-38,7,left,#a8f0d1,-38,0.3432130813598633,0.45379209518432617,m,42,11,80,False,-80
9,2,0:00:49.117718,0:00:54.568384,"['#99ceff', '#a8f0d1']",#ff99ac,neutral,-27,16,right,#a8f0d1,16,1.1309010982513428,0.3683609962463379,z,-33,46,49,False,49
10,2,0:00:54.568384,0:01:02.985130,"['#ff99ac', '#a8f0d1']",#ff99ac,congruent,-78,10,left,#ff99ac,-78,4.410504579544067,0.054796457290649414,m,6,7,84,False,-84
11,2,0:01:02.985130,0:01:07.719103,"['#99ceff', '#a8f0d1']",#a8f0d1,incongruent,-83,-13,left,#99ceff,-83,0.4007120132446289,0.38116455078125,m,34,30,63,False,-117
12,2,0:01:07.719103,0:01:12.801810,"['#99ceff', '#f5e2a3']",#99ceff,incongruent,59,33,right,#f5e2a3,33,0.748039722442627,0.3849952220916748,m,34,99,1,True,-1
13,3,0:01:24.308683,0:01:29.267933,"['#ff99ac', '#f5e2a3']",#ff99ac,congruent,-61,14,left,#ff99ac,-61,0.5119848251342773,0.5035521984100342,m,46,19,73,False,-107
14,3,0:01:29.267933,0:01:34.301609,"['#99ceff', '#f5e2a3']",#f5e2a3,congruent,-78,22,right,#f5e2a3,22,0.3531651496887207,0.7288715839385986,m,66,51,44,True,-44
15,3,0:01:34.301609,0:01:40.601734,"['#99ceff', '#ff99ac']",#f5e2a3,neutral,45,-41,right,#ff99ac,-41,1.975452184677124,0.37316226959228516,z,-34,92,7,True,-7
16,3,0:01:40.601734,0:01:46.985215,"['#a8f0d1', '#ff99ac']",#99ceff,neutral,-49,-23,left,#a8f0d1,-49,2.009610891342163,0.42230725288391113,z,-36,86,13,True,-13
17,3,0:01:46.985215,0:01:51.884959,"['#f5e2a3', '#ff99ac']",#ff99ac,incongruent,-7,-36,left,#f5e2a3,-7,0.8547933101654053,0.09502005577087402,z,-9,98,2,True,2
18,3,0:01:51.884959,0:01:57.035027,"['#ff99ac', '#f5e2a3']",#ff99ac,incongruent,-59,15,right,#f5e2a3,15,0.8089351654052734,0.3905472755432129,m,36,77,21,True,-21
19,4,0:02:04.182513,0:02:11.451764,"['#ff99ac', '#f5e2a3']",#99ceff,neutral,-40,32,right,#f5e2a3,32,3.0723607540130615,0.24341177940368652,m,22,89,10,True,10
20,4,0:02:11.451764,0:02:16.485593,"['#a8f0d1', '#99ceff']",#a8f0d1,congruent,-57,-44,left,#a8f0d1,-57,0.675940752029419,0.40770912170410156,m,37,4,86,False,-94
21,4,0:02:16.485593,0:02:21.134589,"['#99ceff', '#ff99ac']",#99ceff,incongruent,-62,67,right,#ff99ac,67,0.30966854095458984,0.39141011238098145,m,36,66,31,True,31
22,4,0:02:21.134589,0:02:25.951721,"['#f5e2a3', '#a8f0d1']",#ff99ac,neutral,71,-85,left,#f5e2a3,71,0.353273868560791,0.5135316848754883,m,46,72,25,True,25
23,4,0:02:25.951959,0:02:30.801522,"['#99ceff', '#f5e2a3']",#f5e2a3,congruent,76,19,right,#f5e2a3,19,0.4835245609283447,0.41725635528564453,m,37,80,18,True,-18
24,4,0:02:30.801522,0:02:36.102291,"['#99ceff', '#f5e2a3']",#f5e2a3,incongruent,5,65,left,#99ceff,5,0.9536776542663574,0.395845890045166,m,36,66,31,True,-31
